id,entity_type,name,description,official_url,repository_url,manufacturer,device_type,physical_form,capabilities,processor,accelerator,memory,operating_system,open_source,commercial_status,source_name,source_url,website_status,logo_status,quality_score,updated_at
device:prateeksawhney97/people-counter-application-using-intel-openvino-toolkit,device,People-Counter-Application-Using-Intel-OpenVINO-Toolkit,"The people counter application demonstrates how to create a smart video IoT solution using Intel® hardware and software tools. The app will detect people in a designated area, providing the number of people in the frame, average duration of people in frame, and total count. This project is a part of Intel Edge AI for IOT Developers Nanodegree program by udacity.",https://youtu.be/E9hvkBaylk0,https://github.com/prateeksawhney97/people-counter-application-using-intel-openvino-toolkit,prateeksawhney97,AI Accelerator / Edge Dev Kit,Single Board Computer,"edge_inference, vision_processing",,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:barrel-db/barrel,device,barrel,Barrel: the embeddable edge-AI database,,https://github.com/barrel-db/barrel,barrel-db,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:zja0011/edgesentinel-visionops,device,edgesentinel-visionops,"Jetson Nano edge AI vision Agent Harness: real-time video analytics, MCP tools, event evidence, DeepSeek online/offline, secure recovery",https://zja0011.github.io/edgesentinel-visionops/video-gallery.html,https://github.com/zja0011/edgesentinel-visionops,zja0011,AI Wearable,Smart Wearable,"edge_inference, vision_processing",NVIDIA Jetson System-on-Module,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:dcmartin/open-horizon,device,open-horizon,Open source edge AI services,http://dcmartin.github.io/open-horizon,https://github.com/dcmartin/open-horizon,dcmartin,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:bryandong24/treehacks2026,device,treehacks2026,Nvidia Edge AI Track 1st Place @ Treehacks 2026,,https://github.com/bryandong24/treehacks2026,bryandong24,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:etaending/signformer,device,Signformer,Signformer is all you need: Towards Edge AI for Sign Language,,https://github.com/etaending/signformer,EtaEnding,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:thommaskevin/edgeai,device,EdgeAI,,,https://github.com/thommaskevin/edgeai,thommaskevin,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.8,2026-09-17T12:26:10.817289+00:00
device:bhadreshpsavani/inteledgeainotes,device,IntelEdgeAINotes,Notes Intel Edge AI,,https://github.com/bhadreshpsavani/inteledgeainotes,bhadreshpsavani,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:attentiondotnet/ruview,device,Ruview,Perceive the world through signals. No cameras. No wearables. No Internet. Just physics.  π RuView is an edge AI perception system that learns directly from the environment around it.,,https://github.com/attentiondotnet/ruview,attentiondotnet,AI Camera,Smart Camera Appliance,"edge_inference, vision_processing",,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:cos301-se-2024/echo,device,ECHO,"ECHO is a Progressive Web App (PWA) that recommends music based entirely on your personal listening profile. It uses cutting-edge AI to explore abstract song characteristics, such as theme and mood, helping you discover new music you'll love.",https://echo-bm8z.onrender.com,https://github.com/cos301-se-2024/echo,COS301-SE-2024,AI Wearable,Smart Wearable,edge_inference,,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:mmm1712/edge-ai-object-tracking-camera,device,edge-ai-object-tracking-camera,A local edge AI pan/tilt camera that detects and follows objects without using a laptop.,,https://github.com/mmm1712/edge-ai-object-tracking-camera,mmm1712,AI Camera,Smart Camera Appliance,"edge_inference, vision_processing",,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:edge-ai-vision/dlcvtf2,device,dlcvtf2,Deep Learning for Computer Vision with TensorFlow 2.0,,https://github.com/edge-ai-vision/dlcvtf2,edge-ai-vision,AI Accelerator / Edge Dev Kit,Single Board Computer,vision_processing,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:pomagrenate/pomaidb,device,pomaidb,"🧠 Predictable, embedded multimodal vector database & offline RAG engine for Edge AI (ARM64 / Zero-OOM). Built in C++20.",https://pomaidb-web.vercel.app,https://github.com/pomagrenate/pomaidb,pomagrenate,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:cybernexusx/smart-iot-security-framework,device,Smart-IoT-Security-Framework,"This repository contains a Smart IoT Security Framework that incorporates AI-driven anomaly detection for IoT devices. Here's a comprehensive approach using Edge AI, Python, MQTT, and AWS IoT Core:",,https://github.com/cybernexusx/smart-iot-security-framework,CyberNexusX,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:rash023/mediquity,device,Mediquity,"A pinnacle of healthcare innovation, where cutting-edge AI meets compassionate care. Our platform is a symphony of precision and efficacy, harnessing the boundless potential of artificial intelligence to revolutionize wellness.",https://mediquity.vercel.app,https://github.com/rash023/mediquity,Rash023,AI Wearable,Smart Wearable,edge_inference,,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:devmonixtechnologies/recollab,device,recollab,"Recollab v3 represents a significant leap forward in collaborative document editing, building upon the solid foundation of v2 with cutting-edge AI capabilities, enhanced real-time collaboration, advanced performance optimizations, and enterprise-grade security features.",,https://github.com/devmonixtechnologies/recollab,devmonixtechnologies,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:paulasilvatech/mastery-ai-apps-dev,device,Mastery-AI-Apps-Dev,Mastery AI Apps Dev Workshop: Jumpstart your journey into AI-powered app development! This hands-on workshop guides you through building real-world applications using cutting-edge AI tools and cloud technologies. Perfect for beginners and enthusiasts eager to turn ideas into powerful solutions. Join us and master the future of app development!,,https://github.com/paulasilvatech/mastery-ai-apps-dev,paulasilvatech,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:pjeena/customer_analytics_to_aid_marketing_campaigns-using-llm,device,Customer_analytics_to_aid_marketing_campaigns-using-LLM,"ReviewSense is a cutting-edge AI assistant tailored for the marketing department for any business which lists products at e-commerce websites. It streamlines the process of gaining crucial insights and feedback, generate summaries and advertisement, extract churned/repeat customers from customer reviews about a product in a user-friendly manner",,https://github.com/pjeena/customer_analytics_to_aid_marketing_campaigns-using-llm,pjeena,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:lugan113/syntts-commands-official,device,SynTTS-Commands-Official,"SynTTS-Commands is a large-scale, multilingual (English & Chinese) synthetic speech command dataset designed for low-power Keyword Spotting (KWS) tasks. Generated using state-of-the-art TTS technology (CosyVoice 2), it addresses the data scarcity bottleneck in TinyML and Edge AI.",,https://github.com/lugan113/syntts-commands-official,lugan113,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:louisliuwei/pynq-dpu,device,pynq-dpu,Migrate Xilinx edge AI solution to PYNQ,,https://github.com/louisliuwei/pynq-dpu,louisliuwei,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:tezansahu/ai-garage,device,ai-garage,Mini-Projects using Cutting-Edge AI Frameworks,,https://github.com/tezansahu/ai-garage,tezansahu,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:bhagyaprasad92/offline_sos_system,device,offline_sos_system,Edge AI • Zero-Latency Compute • 100% Offline Safety,https://pub.dev/packages/offline_sos_system/example,https://github.com/bhagyaprasad92/offline_sos_system,Bhagyaprasad92,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:eeshsaxena/cardiac-edge-ai,device,cardiac-edge-ai,"Edge AI 5-class cardiac arrhythmia detection with frequency-preserving KD, ECG+PPG fusion, MCU deployment",,https://github.com/eeshsaxena/cardiac-edge-ai,eeshsaxena,AI Accelerator,PCIe Card,"edge_inference, sensor_fusion",,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:andresrodriguez55/wind-turbines-edge-ai,device,wind-turbines-edge-ai,"BACHELOR THESIS. Detect wind turbine errors using a hybrid model. Utilize ML, DL, edge computing. Dataset, neural network optimized with genetic algorithms. Low computational power ML models. Data is stored in the cloud. Turbine status via secure APIs. Password encryption. GRASP, SOLID",https://andresrodriguez55.github.io/wind-turbines-edge-ai,https://github.com/andresrodriguez55/wind-turbines-edge-ai,andresrodriguez55,AI Wearable,Smart Wearable,edge_inference,,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:maximyudayev/hermes,device,hermes,"Heterogeneous Edge Realtime Measurement and Execution System: A Unified Open-Source Framework for Realtime Multimodal Physiological Sensing, Edge AI, and Intervention in Closed-Loop Smart Healthcare Applications",http://yudayev.com/hermes,https://github.com/maximyudayev/hermes,maximyudayev,AI Accelerator / Edge Dev Kit,Single Board Computer,"edge_inference, low_latency_compute",,,,Linux / Custom RTOS,True,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:webrevo/chat_buddy,device,CHAT_BUDDY,"Explore the ChatBuddy Project, a cutting-edge AI chatbot powered by Python, HTML, CSS, and JS. Engage in human-like conversations and enjoy an intuitive web interface for versatile applications!",,https://github.com/webrevo/chat_buddy,WebRevo,Physical AI Interface,Sensor Node,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:instinct-ai/xerxes,device,Xerxes,"Xerxes, a highly advanced Persian AI assistant developed by InstinctAI, a cutting-edge AI startup. primary function is to assist users with their various needs, providing expert-level support in wide range of tasks.",,https://github.com/instinct-ai/xerxes,Instinct-AI,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:srinivas26k/srvdb,device,srvdb,Edge AI & Offline Vector Search,,https://github.com/srinivas26k/srvdb,Srinivas26k,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:texasinstruments/edgeai-app-stack,device,edgeai-app-stack,Repo which installs other Edge AI repos to build on PC and install on a target file system,,https://github.com/texasinstruments/edgeai-app-stack,TexasInstruments,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22edge+AI%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:paddlepaddle/litekit,device,LiteKit,"Off-The-Shelf AI Development Kit for APP Developers based on Paddle Lite （『飞桨』移动端开箱即用AI套件, 包含Java & Objective C接口支持）",,https://github.com/paddlepaddle/litekit,PaddlePaddle,AI Accelerator / Edge Dev Kit,Single Board Computer,,,,,Linux / Custom RTOS,False,Commercial Product,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22AI+development+kit%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:26:10.817289+00:00
device:flexivrobotics/flexiv_aidk,device,flexiv_aidk,AIDK (AI development kit) for Flexiv Noema Edge. Supports C++ and Python. Compatible with Linux.,,https://github.com/flexivrobotics/flexiv_aidk,flexivrobotics,AI Accelerator / Edge Dev Kit,Single Board Computer,edge_inference,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22AI+development+kit%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
device:crearize/ai-dev-helm,device,ai-dev-helm,"Reusable AI development kit with superpowers skills, coding rules, and setup automation for Claude Code and Cursor",,https://github.com/crearize/ai-dev-helm,Crearize,AI Accelerator / Edge Dev Kit,Single Board Computer,,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22AI+development+kit%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:26:10.817289+00:00
device:davis-cohen-3/conductor-flow,device,conductor-flow,AI Development Kit for Claude Code: Write Great Specs -> coding agents take them away in isolated work-trees using Conductor (TMux),,https://github.com/davis-cohen-3/conductor-flow,davis-cohen-3,AI Accelerator / Edge Dev Kit,Single Board Computer,,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22AI+development+kit%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:26:10.817289+00:00
device:eric-rolph/esp-vocat-voice-assistant,device,esp-vocat-voice-assistant,"An intelligent AI development kit configured as a real-time voice assistant connecting directly to OpenAI's Realtime API over WebSocket. Captures audio, streams it to OpenAI, and plays back spoken AI responses — all running on an ESP32-S3 with no proxy or intermediate server. Running on the Espressif Vocat (Echo Ear) Voice Assistant",,https://github.com/eric-rolph/esp-vocat-voice-assistant,eric-rolph,AI Workstation,Standalone Appliance,low_latency_compute,,,,Linux / Custom RTOS,False,Developer Kit,GitHub AI Hardware Search,https://api.github.com/search/repositories?q=%22AI+development+kit%22+in%3Aname%2Cdescription+stars%3A%3E2,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:26:10.817289+00:00
