Record ID,Robot Name,Description,Manufacturer,Robot Type,Form Factor,Commercial Status,Official Website,Source,Source URL,Website Verified
robot:bostoncleek/quadruped_control,quadruped_control,Quadruped control architecture,bostoncleek,Quadruped Robot,,Research Platform,https://github.com/bostoncleek/quadruped_control,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E5,False
robot:zlingkang/quadruped_9g,quadruped_9g,A ROS node that describes a quadruped robot using URDF,zlingkang,Quadruped Robot,,Research Platform,https://github.com/zlingkang/quadruped_9g,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E5,False
robot:runeharlyk/spotmicroesp32-leika,SpotMicroESP32-Leika,My take on the quadruped Spot Micro robot. Its built around an ESP32 cam microcontroller and utilizes a svelte app to control it,runeharlyk,Quadruped Robot,,Commercial Product,https://runeharlyk.github.io/SpotMicroESP32-Leika,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E5,False
robot:iit-dlslab/gym-quadruped,gym-quadruped,Mujoco Gym environment for the control of quadruped robots,iit-DLSLab,Quadruped Robot,,Research Platform,https://github.com/iit-DLSLab/gym-quadruped,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E5,False
robot:automatika-robotics/emos,emos,EMOS - The Embodied OS,automatika-robotics,Humanoid Robot,,Commercial Product,https://emos.automatikarobotics.com,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E5,False
robot:iit-dlslab/sim2real-robot-identification,sim2real-robot-identification,A joints calibration routine for quadrupeds and manipulators to facilitate sim-to-real transfer from isaaclab and mujoco to real robots,iit-DLSLab,Quadruped Robot,,Research Platform,https://github.com/iit-DLSLab/sim2real-robot-identification,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E5,False
robot:psrobotics/quadruped_bai_servo,quadruped_bai_servo,Open source quadruped with feet sensor.,psrobotics,Quadruped Robot,,Research Platform,https://github.com/psrobotics/quadruped_bai_servo,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E5,False
robot:pinggusoft/esp32_quadruped,esp32_quadruped,quadrupedal robot using esp32,PingguSoft,Quadruped Robot,,Research Platform,https://github.com/PingguSoft/esp32_quadruped,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E5,False
robot:zihanwang0422/legged_rl_lab,legged_rl_lab,Legged Robot Isaaclab Extention,zihanwang0422,Humanoid Robot,,Research Platform,https://github.com/zihanwang0422/legged_rl_lab,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E5,False
robot:hitszwang/mini-cheetah-pybullet,mini-cheetah-pybullet,mpc and wbc for mini cheetah in pybullet,HitSZwang,Quadruped Robot,,Research Platform,https://github.com/HitSZwang/mini-cheetah-pybullet,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E5,False
robot:em0sh/ondroid,ondroid,"Design a full DOF humanoid robot for research use incrementally, halving the cost until the BOM is $1000.",em0sh,Humanoid Robot,,Commercial Product,https://ondroid.ai,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Ahumanoid-robot+stars%3A%3E1,False
robot:renkunzhao/legged-daily,legged-daily,"A research-oriented collection of code, papers, and resources for legged robotics and model- and learning-based control.",Renkunzhao,Humanoid Robot,,Research Platform,https://github.com/Renkunzhao/legged-daily,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Ahumanoid-robot+stars%3A%3E1,False
robot:igor-lirussi/capabot-sanbot-robot,CapaBot-SanBot-Robot,"it gives SanBot Robot social capabilities: recognize people, interact on open dialog with: SpeechRecognition+DialogEngine+SpeechSynthesis, Present itself, Project a Story, Shake Hands, Tell weather. An activity sends the robot back to the charging station if low on battery. ",igor-lirussi,Humanoid Robot,,Research Platform,https://github.com/igor-lirussi/CapaBot-SanBot-Robot,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Ahumanoid-robot+stars%3A%3E1,False
robot:antbono/oan,OAN,Open Access NAO (OAN). A  ROS2 framework for HRI studies with NAO v6,antbono,Humanoid Robot,,Research Platform,https://github.com/antbono/OAN,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Ahumanoid-robot+stars%3A%3E1,False
robot:michaelmarav/lcd,lcd,Legged Contact Detection (LCD): A deep learning approach for Contact Estimation of Legged Robots using inertial and F/T measurements,MichaelMarav,Humanoid Robot,,Research Platform,https://github.com/MichaelMarav/lcd,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Ahumanoid-robot+stars%3A%3E1,False
robot:knowledgetechnologyuhh/nico-software,NICO-software,Software to run the NICO (Neuro Inspired COmpanion) robot,knowledgetechnologyuhh,Humanoid Robot,,Research Platform,https://github.com/knowledgetechnologyuhh/NICO-software,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Ahumanoid-robot+stars%3A%3E1,False
robot:ihmcrobotics/scs2,scs2,"Graphical user interface for visualizing control variables from either a server, a log file, or a simulation.",ihmcrobotics,Humanoid Robot,,Research Platform,https://github.com/ihmcrobotics/scs2,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Ahumanoid-robot+stars%3A%3E1,False
robot:hi-tech-ai/thimble-game-bot,Thimble-Game-Bot,Human-Like Thimble Betting Game Bot,hi-tech-AI,Humanoid Robot,,Commercial Product,https://1xbet.com/es/allgamesentrance/thimbles,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Ahumanoid-robot+stars%3A%3E1,False
robot:ami-iit/paper_nava_2023_icra_fault-control-ironcub,paper_nava_2023_icra_fault-control-ironcub,"Repository associated with the paper ""Failure Detection and Fault Tolerant Control of a Jet-Powered Flying Humanoid Robot"", published in IEEE ICRA 2023.",ami-iit,Humanoid Robot,,Research Platform,https://github.com/ami-iit/paper_nava_2023_icra_fault-control-ironcub,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Ahumanoid-robot+stars%3A%3E1,False
robot:jewel-nath/robot-sheena,robot-sheena,Arduino based humanoid robot.,jewel-nath,Humanoid Robot,,Research Platform,https://github.com/jewel-nath/robot-sheena,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Ahumanoid-robot+stars%3A%3E1,False
robot:mrsp/lcd,lcd,Legged Contact Detection (LCD): A deep learning approach for Contact Estimation of Legged Robots using inertial and F/T measurements,mrsp,Humanoid Robot,,Research Platform,https://github.com/mrsp/lcd,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Ahumanoid-robot+stars%3A%3E1,False
robot:mstle/limx_teleoperate-end_pose,Limx_teleoperate-end_pose,基于Meta Quest的Limx Oli人形机器人VR遥操作系统，通过手部追踪或手柄实现双臂位姿控制、Pinch夹爪控制、头部姿态跟随和实时视觉反馈,MSTLE,Humanoid Robot,,Research Platform,https://github.com/MSTLE/Limx_teleoperate-end_pose,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Ahumanoid-robot+stars%3A%3E1,False
robot:ispaik06/convex-mpc-biped,convex-mpc-biped,Convex MPC humanoid locomotion in MuJoCo with SRB modeling and contact-wrench optimization.,ispaik06,Humanoid Robot,,Commercial Product,https://ispaik06.github.io/convex-mpc-biped,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Ahumanoid-robot+stars%3A%3E1,False
robot:ekorudiawan/omnidirectional-walking-zmp-preview-control,Omnidirectional-Walking-ZMP-Preview-Control,Omnidirectional Walking Pattern Generation for Humanoid Robot using ZMP Preview Control,ekorudiawan,Humanoid Robot,,Research Platform,https://github.com/ekorudiawan/Omnidirectional-Walking-ZMP-Preview-Control,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Ahumanoid-robot+stars%3A%3E1,False
robot:psh117/dyros_jet,dyros_jet,DYROS JET Humanoid Repository,psh117,Humanoid Robot,,Research Platform,https://github.com/psh117/dyros_jet,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Ahumanoid-robot+stars%3A%3E1,False
robot:miaodx/roboharness,roboharness,Visual Testing Harness for AI Coding Agents in Robot Simulation,MiaoDX,Humanoid Robot,,Research Platform,https://github.com/MiaoDX/roboharness,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Ahumanoid-robot+stars%3A%3E1,False
robot:pal-robotics/reemc_robot,reemc_robot,Scripts and configuration files to launch when bringing up REEM-C.,pal-robotics,Humanoid Robot,,Research Platform,https://github.com/pal-robotics/reemc_robot,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Ahumanoid-robot+stars%3A%3E1,False
robot:bit-bots/soccerdiffusion,SoccerDiffusion,Learning End-to-End Humanoid Robot Soccer from Gameplay Recordings,bit-bots,Humanoid Robot,,Commercial Product,https://bit-bots.github.io/SoccerDiffusion,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Ahumanoid-robot+stars%3A%3E1,False
robot:bronwang/ikid_ws,ikid_ws,基于ROS框架的 Ikid Robot 仿人足球机器人项目。功能包包括 gazebo仿真环境、机器人运动控制、步态调试服务端等。,BronWang,Humanoid Robot,,Research Platform,https://github.com/BronWang/ikid_ws,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Ahumanoid-robot+stars%3A%3E1,False
robot:olinrobotics/hiro,hiro,"Human Interactions Robotics Laboratory  specializes in innovative research to support the human-robot interaction field. We are interested in advancing research in areas relevant to path planning, perception as well as AI/ML and regularly develop new collaborative projects to accomplish this goal.",olinrobotics,Humanoid Robot,,Commercial Product,https://olinrobotics.github.io/hiro,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Ahumanoid-robot+stars%3A%3E1,False
robot:michtesar/pepper_ros,pepper_ros,This is a home for working robot Pepper in simulator Gazebo and also in real controlling the robot and reading sensors with RViz visualization,michtesar,Humanoid Robot,,Research Platform,https://github.com/michtesar/pepper_ros,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Ahumanoid-robot+stars%3A%3E1,False
robot:homebrewroboticsclub/ros-x402-node,Ros-X402-Node,A ROS 1 (Noetic) package that turns robot capabilities into paid API endpoints - using Solana’s x402 protocol for pay-to-access control — and includes tools for making and verifying payments to external services.,homebrewroboticsclub,Humanoid Robot,,Commercial Product,https://homebrew.build,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Ahumanoid-robot+stars%3A%3E1,False
robot:utra-robosoccer/bez_isaacgym,Bez_IsaacGym,Isaac Gym Reinforcement Learning Environments for humanoid robot Bez,utra-robosoccer,Humanoid Robot,,Commercial Product,http://utrahumanoid.ca,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Ahumanoid-robot+stars%3A%3E1,False
robot:ashraf-minhaj/mofiza--humanoid-social-robot,Mofiza--Humanoid-social-robot,"a smart robot who can talk see and react,just with arduino. ",ashraf-minhaj,Humanoid Robot,,Commercial Product,https://youtube.com/watch?v=CdclcoZlOCw,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Ahumanoid-robot+stars%3A%3E1,False
robot:mominalix/humanoid-robot-reinforcement-learning-ppo,Humanoid-Robot-Reinforcement-Learning-PPO,"This repository contains a project that leverages reinforcement learning to make a humanoid robot walk in a PyBullet simulation. It uses a custom Gym environment, a Proximal Policy Optimization (PPO) agent, and a provided URDF file for the robot model. The training process prints rewards per generation and visualizes the robot's behavior.",mominalix,Humanoid Robot,,Research Platform,https://github.com/mominalix/Humanoid-Robot-Reinforcement-Learning-PPO,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Ahumanoid-robot+stars%3A%3E1,False
robot:neka-nat/humanoid_robot,humanoid_robot,"Read ""humanoid robot"" and implement some algorithms",neka-nat,Humanoid Robot,,Research Platform,https://github.com/neka-nat/humanoid_robot,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Ahumanoid-robot+stars%3A%3E1,False
robot:mrsp/lipm_motion,lipm_motion,,mrsp,Humanoid Robot,,Research Platform,https://github.com/mrsp/lipm_motion,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Ahumanoid-robot+stars%3A%3E1,False
robot:pal-robotics/talos_simulation,talos_simulation,,pal-robotics,Humanoid Robot,,Research Platform,https://github.com/pal-robotics/talos_simulation,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Ahumanoid-robot+stars%3A%3E1,False
robot:evan-wyl/humanoid-robot-intelligence,humanoid-robot-intelligence,humanoid robot intelligence papers,Evan-wyl,Humanoid Robot,,Research Platform,https://github.com/Evan-wyl/humanoid-robot-intelligence,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Ahumanoid-robot+stars%3A%3E1,False
robot:infinity-todd/footstep-guided-humanoid-obstacle-avoidance,Footstep-Guided-Humanoid-Obstacle-Avoidance,"Footstep-guided slalom locomotion for a JRVC-1 humanoid in MuJoCo, trained with a custom PyTorch policy to track discrete step targets and avoid obstacles.",Infinity-Todd,Humanoid Robot,,Research Platform,https://github.com/Infinity-Todd/Footstep-Guided-Humanoid-Obstacle-Avoidance,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Ahumanoid-robot+stars%3A%3E1,False
robot:soheilkhatibi/humanoid-robot-active-vision-ddqn,Humanoid-Robot-Active-Vision-DDQN,"The code release of ""Real-time Active Vision for a Humanoid Soccer Robot Using Deep Reinforcement Learning"" paper, ICAART 2021",SoheilKhatibi,Humanoid Robot,,Research Platform,https://github.com/SoheilKhatibi/Humanoid-Robot-Active-Vision-DDQN,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Ahumanoid-robot+stars%3A%3E1,False
robot:adityasurana/how-to-build-humanoid-robot-gyani2.0,How-to-build-humanoid-robot-Gyani2.0,Software design/code of Humanoid Robot (Gyani 2.0) made by our team which work as a receptionist for our college.,adityasurana,Humanoid Robot,,Research Platform,https://github.com/adityasurana/How-to-build-humanoid-robot-Gyani2.0,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Ahumanoid-robot+stars%3A%3E1,False
robot:shritankomm/7-dof-3dp-open-arm,7-DOF-3DP-Open-Arm,"Open-source 7-DOF 3D-printable humanoid robotic arms, Supports ROS2, vision, and autonomous control. Built for under $800.",shritankomm,Humanoid Robot,,Research Platform,https://github.com/shritankomm/7-DOF-3DP-Open-Arm,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Ahumanoid-robot+stars%3A%3E1,False
robot:zelin-tao/motion-viewer,motion-viewer,NPZ Viewer / Player for any humanoid robots — drag-and-drop motion visualization in the browser,Zelin-Tao,Humanoid Robot,,Commercial Product,https://zelin-tao.github.io/motion-viewer,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Ahumanoid-robot+stars%3A%3E1,False
