id,entity_type,name,description,official_url,repository_url,provider,model_family,architecture,parameter_count,context_length,modalities,license,open_weights,source_name,source_url,website_status,logo_status,quality_score,updated_at
model:hf:deepseek--deepseek-v4-flash,MODEL,DeepSeek: DeepSeek V4 Flash 0423,"DeepSeek V4 Flash is an efficiency-optimized Mixture-of-Experts model from DeepSeek with 284B total parameters and 13B activated parameters, supporting a 1M-token context window. It is designed for fast inference and...",https://openrouter.ai/models/deepseek/deepseek-v4-flash,https://openrouter.ai/models/deepseek/deepseek-v4-flash,Deepseek,DeepSeek,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.432899+00:00
model:hf:tencent--hy3-preview,MODEL,Tencent: Hy3 preview,"Hy3 preview is a high-efficiency Mixture-of-Experts model from Tencent designed for agentic workflows and production use. It supports configurable reasoning levels across disabled, low, and high modes, allowing it to...",https://openrouter.ai/models/tencent/hy3-preview,https://openrouter.ai/models/tencent/hy3-preview,Tencent,,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.432899+00:00
model:hf:xiaomi--mimo-v2.5-pro,MODEL,Xiaomi: MiMo-V2.5-Pro,"MiMo-V2.5-Pro is Xiaomi’s flagship model, delivering strong performance in general agentic capabilities, complex software engineering, and long-horizon tasks, with top rankings on benchmarks such as ClawEval, GDPVal, and SWE-bench Pro....",https://openrouter.ai/models/xiaomi/mimo-v2.5-pro,https://openrouter.ai/models/xiaomi/mimo-v2.5-pro,Xiaomi,,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.432899+00:00
model:hf:xiaomi--mimo-v2.5,MODEL,Xiaomi: MiMo-V2.5,"MiMo-V2.5 is a native omnimodal model by Xiaomi. It delivers Pro-level agentic performance at roughly half the inference cost, while surpassing MiMo-V2-Omni in multimodal perception across image and video understanding...",https://openrouter.ai/models/xiaomi/mimo-v2.5,https://openrouter.ai/models/xiaomi/mimo-v2.5,Xiaomi,,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.432899+00:00
model:hf:openai--gpt-5.4-image-2,MODEL,OpenAI: GPT-5.4 Image 2,"[GPT-5.4](https://openrouter.ai/openai/gpt-5.4) Image 2 combines OpenAI's GPT-5.4 model with state-of-the-art image generation capabilities from GPT Image 2. It enables rich multimodal workflows, allowing users to seamlessly move between reasoning, coding, and...",https://openrouter.ai/models/openai/gpt-5.4-image-2,https://openrouter.ai/models/openai/gpt-5.4-image-2,Openai,GPT,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.432899+00:00
model:hf:~anthropic--claude-opus-latest,MODEL,Anthropic: Claude Opus Latest,This model always redirects to the latest model in the Claude Opus family.,https://openrouter.ai/models/~anthropic/claude-opus-latest,https://openrouter.ai/models/~anthropic/claude-opus-latest,~anthropic,Claude,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.432899+00:00
model:hf:openrouter--pareto-code,MODEL,Pareto Code Router,"The Pareto Router maintains a tiered shortlist of strong coding models, ranked by [Artificial Analysis](https://artificialanalysis.ai/) coding percentiles. Set min_coding_score between 0 and 1 on the [pareto-router plugin](https://openrouter.ai/docs/guides/routing/routers/pareto-router#the-min_coding_score-parameter) to control how...",https://openrouter.ai/models/openrouter/pareto-code,https://openrouter.ai/models/openrouter/pareto-code,Openrouter,,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.432899+00:00
model:hf:moonshotai--kimi-k2.6,MODEL,MoonshotAI: Kimi K2.6,"Kimi K2.6 is Moonshot AI's next-generation multimodal model, designed for long-horizon coding, coding-driven UI/UX generation, and multi-agent orchestration. It handles complex end-to-end coding tasks across Python, Rust, and Go, and...",https://openrouter.ai/models/moonshotai/kimi-k2.6,https://openrouter.ai/models/moonshotai/kimi-k2.6,Moonshotai,,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.432899+00:00
model:hf:anthropic--claude-opus-4.7,MODEL,Anthropic: Claude Opus 4.7,"Opus 4.7 is the next generation of Anthropic's Opus family, built for long-running, asynchronous agents. Building on the coding and agentic strengths of Opus 4.6, it delivers stronger performance on...",https://openrouter.ai/models/anthropic/claude-opus-4.7,https://openrouter.ai/models/anthropic/claude-opus-4.7,Anthropic,Claude,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.432899+00:00
model:hf:anthropic--claude-opus-4.7:batch,MODEL,Anthropic: Claude Opus 4.7 (batch),"Opus 4.7 is the next generation of Anthropic's Opus family, built for long-running, asynchronous agents. Building on the coding and agentic strengths of Opus 4.6, it delivers stronger performance on...",https://openrouter.ai/models/anthropic/claude-opus-4.7:batch,https://openrouter.ai/models/anthropic/claude-opus-4.7:batch,Anthropic,Claude,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.432899+00:00
model:hf:z-ai--glm-5.1,MODEL,Z.ai: GLM 5.1,"GLM-5.1 delivers a major leap in coding capability, with particularly significant gains in handling long-horizon tasks. Unlike previous models built around minute-level interactions, GLM-5.1 can work independently and continuously on...",https://openrouter.ai/models/z-ai/glm-5.1,https://openrouter.ai/models/z-ai/glm-5.1,Z-ai,,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.432899+00:00
model:hf:google--gemma-4-26b-a4b-it,MODEL,Google: Gemma 4 26B A4B ,"Gemma 4 26B A4B IT is an instruction-tuned Mixture-of-Experts (MoE) model from Google DeepMind. Despite 25.2B total parameters, only 3.8B activate per token during inference — delivering near-31B quality at...",https://openrouter.ai/models/google/gemma-4-26b-a4b-it,https://openrouter.ai/models/google/gemma-4-26b-a4b-it,Google,,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.432899+00:00
model:hf:google--gemma-4-26b-a4b-it:free,MODEL,Google: Gemma 4 26B A4B  (free),"Gemma 4 26B A4B IT is an instruction-tuned Mixture-of-Experts (MoE) model from Google DeepMind. Despite 25.2B total parameters, only 3.8B activate per token during inference — delivering near-31B quality at...",https://openrouter.ai/models/google/gemma-4-26b-a4b-it:free,https://openrouter.ai/models/google/gemma-4-26b-a4b-it:free,Google,,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.432899+00:00
model:hf:google--gemma-4-31b-it,MODEL,Google: Gemma 4 31B,"Gemma 4 31B Instruct is Google DeepMind's 30.7B dense multimodal model supporting text and image input with text output. Features a 256K token context window, configurable thinking/reasoning mode, native function...",https://openrouter.ai/models/google/gemma-4-31b-it,https://openrouter.ai/models/google/gemma-4-31b-it,Google,,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.432899+00:00
model:hf:google--gemma-4-31b-it:free,MODEL,Google: Gemma 4 31B (free),"Gemma 4 31B Instruct is Google DeepMind's 30.7B dense multimodal model supporting text and image input with text output. Features a 256K token context window, configurable thinking/reasoning mode, native function...",https://openrouter.ai/models/google/gemma-4-31b-it:free,https://openrouter.ai/models/google/gemma-4-31b-it:free,Google,,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.432899+00:00
model:hf:qwen--qwen3.6-plus,MODEL,Qwen: Qwen3.6 Plus,"Qwen 3.6 Plus builds on a hybrid architecture that combines efficient linear attention with sparse mixture-of-experts routing, enabling strong scalability and high-performance inference. Compared to the 3.5 series, it delivers...",https://openrouter.ai/models/qwen/qwen3.6-plus,https://openrouter.ai/models/qwen/qwen3.6-plus,Qwen,Qwen,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.432899+00:00
model:hf:z-ai--glm-5v-turbo,MODEL,Z.ai: GLM 5V Turbo,"GLM-5V-Turbo is Z.ai’s first native multimodal agent foundation model, built for vision-based coding and agent-driven tasks. It natively handles image, video, and text inputs, excels at long-horizon planning, complex coding,...",https://openrouter.ai/models/z-ai/glm-5v-turbo,https://openrouter.ai/models/z-ai/glm-5v-turbo,Z-ai,,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.432899+00:00
model:hf:arcee-ai--trinity-large-thinking,MODEL,Arcee AI: Trinity Large Thinking,"Trinity Large Thinking is a powerful open source reasoning model from the team at Arcee AI. It shows strong performance in PinchBench, agentic workloads, and reasoning tasks. Launch video: https://youtu.be/Gc82AXLa0Rg?si=4RLn6WBz33qT--B7...",https://openrouter.ai/models/arcee-ai/trinity-large-thinking,https://openrouter.ai/models/arcee-ai/trinity-large-thinking,Arcee-ai,,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.432899+00:00
model:hf:x-ai--grok-4.20-multi-agent,MODEL,SpaceXAI: Grok 4.20 Multi-Agent,"Grok 4.20 Multi-Agent is a variant of SpaceXAI’s Grok 4.20 designed for collaborative, agent-based workflows. Multiple agents operate in parallel to conduct deep research, coordinate tool use, and synthesize information...",https://openrouter.ai/models/x-ai/grok-4.20-multi-agent,https://openrouter.ai/models/x-ai/grok-4.20-multi-agent,X-ai,,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.432899+00:00
model:hf:x-ai--grok-4.20,MODEL,SpaceXAI: Grok 4.20,"Grok 4.20 is a reasoning model from SpaceXAI with industry-leading speed and agentic tool calling capabilities. It combines the lowest hallucination rate on the market with strict prompt adherance, delivering...",https://openrouter.ai/models/x-ai/grok-4.20,https://openrouter.ai/models/x-ai/grok-4.20,X-ai,,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.432899+00:00
model:hf:google--lyria-3-pro-preview,MODEL,Google: Lyria 3 Pro Preview,"Full-length songs are priced at $0.08 per song. Lyria 3 is Google's family of music generation models, available through the Gemini API. With Lyria 3, you can generate high-quality, 48kHz...",https://openrouter.ai/models/google/lyria-3-pro-preview,https://openrouter.ai/models/google/lyria-3-pro-preview,Google,,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.432899+00:00
model:hf:google--lyria-3-clip-preview,MODEL,Google: Lyria 3 Clip Preview,"30 second duration clips are priced at $0.04 per clip. Lyria 3 is Google's family of music generation models, available through the Gemini API. With Lyria 3, you can generate...",https://openrouter.ai/models/google/lyria-3-clip-preview,https://openrouter.ai/models/google/lyria-3-clip-preview,Google,,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.432899+00:00
model:hf:kwaipilot--kat-coder-pro-v2,MODEL,Kwaipilot: KAT-Coder-Pro V2,"KAT-Coder-Pro V2 is the latest high-performance model in KwaiKAT’s KAT-Coder series, designed for complex enterprise-grade software engineering and SaaS integration. It builds on the agentic coding strengths of earlier versions,...",https://openrouter.ai/models/kwaipilot/kat-coder-pro-v2,https://openrouter.ai/models/kwaipilot/kat-coder-pro-v2,Kwaipilot,,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.432899+00:00
model:hf:rekaai--reka-edge,MODEL,Reka Edge,"Reka Edge is an extremely efficient 7B multimodal vision-language model that accepts image/video+text inputs and generates text outputs. This model is optimized specifically to deliver industry-leading performance in image understanding,...",https://openrouter.ai/models/rekaai/reka-edge,https://openrouter.ai/models/rekaai/reka-edge,Rekaai,,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.432899+00:00
model:hf:minimax--minimax-m2.7,MODEL,MiniMax: MiniMax M2.7,"MiniMax-M2.7 is a next-generation large language model designed for autonomous, real-world productivity and continuous improvement. Built to actively participate in its own evolution, M2.7 integrates advanced agentic capabilities through multi-agent...",https://openrouter.ai/models/minimax/minimax-m2.7,https://openrouter.ai/models/minimax/minimax-m2.7,Minimax,,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.432899+00:00
model:hf:openai--gpt-5.4-nano,MODEL,OpenAI: GPT-5.4 Nano,"GPT-5.4 nano is the most lightweight and cost-efficient variant of the GPT-5.4 family, optimized for speed-critical and high-volume tasks. It supports text and image inputs and is designed for low-latency...",https://openrouter.ai/models/openai/gpt-5.4-nano,https://openrouter.ai/models/openai/gpt-5.4-nano,Openai,GPT,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.432899+00:00
model:hf:openai--gpt-5.4-nano:batch,MODEL,OpenAI: GPT-5.4 Nano (batch),"GPT-5.4 nano is the most lightweight and cost-efficient variant of the GPT-5.4 family, optimized for speed-critical and high-volume tasks. It supports text and image inputs and is designed for low-latency...",https://openrouter.ai/models/openai/gpt-5.4-nano:batch,https://openrouter.ai/models/openai/gpt-5.4-nano:batch,Openai,GPT,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.432899+00:00
model:hf:openai--gpt-5.4-mini,MODEL,OpenAI: GPT-5.4 Mini,"GPT-5.4 mini brings the core capabilities of GPT-5.4 to a faster, more efficient model optimized for high-throughput workloads. It supports text and image inputs with strong performance across reasoning, coding,...",https://openrouter.ai/models/openai/gpt-5.4-mini,https://openrouter.ai/models/openai/gpt-5.4-mini,Openai,GPT,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.432899+00:00
model:hf:openai--gpt-5.4-mini:batch,MODEL,OpenAI: GPT-5.4 Mini (batch),"GPT-5.4 mini brings the core capabilities of GPT-5.4 to a faster, more efficient model optimized for high-throughput workloads. It supports text and image inputs with strong performance across reasoning, coding,...",https://openrouter.ai/models/openai/gpt-5.4-mini:batch,https://openrouter.ai/models/openai/gpt-5.4-mini:batch,Openai,GPT,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.432899+00:00
model:hf:mistralai--mistral-small-2603,MODEL,Mistral: Mistral Small 4,"Mistral Small 4 is the next major release in the Mistral Small family, unifying the capabilities of several flagship Mistral models into a single system. It combines strong reasoning from...",https://openrouter.ai/models/mistralai/mistral-small-2603,https://openrouter.ai/models/mistralai/mistral-small-2603,Mistralai,Mistral,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.432899+00:00
model:hf:mistralai--mistral-small-2603:batch,MODEL,Mistral: Mistral Small 4 (batch),"Mistral Small 4 is the next major release in the Mistral Small family, unifying the capabilities of several flagship Mistral models into a single system. It combines strong reasoning from...",https://openrouter.ai/models/mistralai/mistral-small-2603:batch,https://openrouter.ai/models/mistralai/mistral-small-2603:batch,Mistralai,Mistral,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.432899+00:00
model:hf:z-ai--glm-5-turbo,MODEL,Z.ai: GLM 5 Turbo,GLM-5 Turbo is a new model from Z.ai designed for fast inference and strong performance in agent-driven environments such as OpenClaw scenarios. It is deeply optimized for real-world agent workflows...,https://openrouter.ai/models/z-ai/glm-5-turbo,https://openrouter.ai/models/z-ai/glm-5-turbo,Z-ai,,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.432899+00:00
model:hf:nvidia--nemotron-3-super-120b-a12b,MODEL,NVIDIA: Nemotron 3 Super,"NVIDIA Nemotron 3 Super is a 120B-parameter open hybrid MoE model, activating just 12B parameters for maximum compute efficiency and accuracy in complex multi-agent applications. Built on a hybrid Mamba-Transformer...",https://openrouter.ai/models/nvidia/nemotron-3-super-120b-a12b,https://openrouter.ai/models/nvidia/nemotron-3-super-120b-a12b,Nvidia,,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.432899+00:00
model:hf:nvidia--nemotron-3-super-120b-a12b:free,MODEL,NVIDIA: Nemotron 3 Super (free),"NVIDIA Nemotron 3 Super is a 120B-parameter open hybrid MoE model, activating just 12B parameters for maximum compute efficiency and accuracy in complex multi-agent applications. Built on a hybrid Mamba-Transformer...",https://openrouter.ai/models/nvidia/nemotron-3-super-120b-a12b:free,https://openrouter.ai/models/nvidia/nemotron-3-super-120b-a12b:free,Nvidia,,,,,,,True,OpenRouter API,https://openrouter.ai/api/v1/models,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.8,2026-09-17T12:10:28.433916+00:00
